	Control.A01	Control.A02	Control.A03	Control.A04	Control.A05	Control.A06	Control.A07	Control.A08	Control.A09	Control.A10	Control.A11	Control.A12	Control.A13	Control.A14	Control.A15	Control.A16	Control.A17	Control.A18	Control.A19	Control.A20	Control.A21	Control.A22	Control.A23	Control.A24	Control.A25	Control.A26	Control.A27	Control.A28	Control.C01	Control.C02	Control.C03	Control.C04	Control.C05	Control.C06	Control.C07	Control.C08	Control.C09	Control.C10	Control.C11	Control.C12	Control.C13	Control.C14	Control.C15	Control.C17	Control.C18	PsO.A01	PsO.A02	PsO.A03	PsO.A04	PsO.A05	PsO.A06	PsO.A07	PsO.A08	PsO.A09	PsO.A10	PsO.A11	PsO.A12	PsO.A13	PsO.A14	PsO.A15	PsO.A16	PsO.A17	PsO.A18	PsO.A19	PsO.A20	PsO.A21	PsO.A22	PsO.A23	PsO.A24	PsO.A25	PsO.A26	PsO.A27	PsO.A28	PsO.C03	PsO.C04	PsO.C05	PsO.C06	PsO.C07	PsO.C08	PsO.C09	PsO.C10	PsO.C11	PsO.C12	PsO.C14	PsO.C15	PsO.C16	PsO.C17	PsO.C18	PsO.C19	PsO.C20	PsO.C21	PsO.C22	PsO.C23	PsO.C24	PsO.C25	PsO.C26	PsO.C27	PsO.C28	PsO.C29	PsO.C30	PsO.C31	PsO.C32	PsO.C33	PsO.C34	PsO.C35	PsO.C36	PsO.C37	PsO.C38	PsO.C39	PsO.C40	PsO.C41	PsO.C42	PsO.C43	PsO.C44	PsO.C45	PsO.C46	PsO.C47	PsO.C48	PsO.C49	PsO.C50	PsO.C51	PsO.C52	PsO.C53	PsO.C54	PsO.C55	PsO.C56	PsO.C57	PsO.C58	PsO.C59	PsO.C60	PsO.C61	PsO.C62	PsO.C63	PsO.C64	PsO.C65	PsO.C66	PsO.C67	PsO.C68	PsO.C69	PsO.C70	PsO.C71	PsO.C72	PsO.C73
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.00996788	0.010689	0.00766676	0.0109839	0.00719486	0.00905798	0.0101235	0.00767906	0.00959455	0.00976194	0.00924757	0.00758389	0.00736562	0.00992509	0.0115326	0.00835251	0.00811445	0.01128	0.0150743	0.0103381	0.00844544	0.00947372	0.0104224	0.0100866	0.00704294	0.00879116	0.00750771	0.00705307	0.0112053	0.0146524	0.00912111	0.0117481	0.0117688	0.00804713	0.00785951	0.00866225	0.010334	0.00841881	0.00895695	0.00661851	0.0107178	0.0166746	0.0148108	0.0148214	0.00940275	0.0115287	0.00767	0.00927967	0.0144565	0.009165	0.0101181	0.00994646	0.0102061	0.0130135	0.0103623	0.00827522	0.0143347	0.00808665	0.00654362	0.0136615	0.00952405	0.00885213	0.0115231	0.00818775	0.00934178	0.00685899	0.00908242	0.00922486	0.0147462	0.00760195	0.00735305	0.00746549	0.0116821	0.0098464	0.0109091	0.00897729	0.00820154	0.0118964	0.010381	0.00972818	0.0103665	0.00811321	0.00895142	0.00788734	0.00785721	0.00936434	0.00987362	0.0089993	0.00726203	0.00733369	0.00797885	0.0108017	0.0131218	0.00971344	0.00831111	0.00790696	0.0144323	0.00797059	0.00847564	0.00688682	0.00710582	0.00980943	0.0101799	0.00785329	0.00883511	0.0102839	0.00864829	0.00528549	0.00938948	0.0143066	0.00802862	0.0106218	0.0107756	0.00921485	0.00720806	0.00977825	0.00962912	0.00975358	0.0109126	0.00734165	0.00746839	0.00711921	0.00950569	0.00964812	0.00849747	0.00974796	0.00855633	0.0150321	0.0124101	0.00821683	0.00977538	0.0100821	0.00825394	0.00985888	0.0087364	0.0071755	0.0125406	0.0100412	0.0086228	0.00759259	0.00959828	0.00830651	0.0101433
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00545761	0.00297951	0.00628484	0.0034668	0.00603674	0.00565106	0.00243135	0.00337568	0.00158196	0.00217	0.00583902	0.00715249	0.00626464	0.00540575	0.00297138	0.00253031	0.00145378	0.0047991	0.0017404	0.00156117	0.003316	0.00588972	0.00371725	0.00532286	0.00593837	0.00280544	0.00493567	0.00552093	0.00277267	0.00419853	0.00364284	0.00322739	0.00469817	0.00362262	0.00466532	0.00708465	0.00271801	0.0055891	0.00216722	0.00512978	0.00241904	0.000773027	0.00349091	0.00186121	0.00206523	0.00312731	0.00430404	0.00356542	0.00497593	0.00683664	0.00498746	0.00128883	0.00586431	0.00289417	0.00571197	0.00582835	0.00355812	0.00147516	0.00479564	0.00131129	0.00453744	0.00274316	0.00281172	0.00447348	0.00573948	0.00650363	0.00655252	0.00438091	0.00145799	0.00617771	0.00311555	0.00529619	0.0055603	0.00394025	0.00653147	0.00970288	0.00680034	0.00410806	0.00434577	0.00483385	0.0037004	0.00630305	0.00425908	0.00715389	0.0023803	0.00683736	0.00204107	0.00681708	0.00442665	0.00442081	0.00588376	0.00454109	0.00395365	0.00425813	0.00419178	0.00521752	0.000504093	0.0041642	0.00685434	0.00516146	0.00539924	0.00355428	0.00712089	0.00289423	0.00327437	0.00406139	0.00471889	0.005773	0.00374562	0.00134649	0.00432408	0.00523133	0.00506844	0.00671745	0.00366301	0.00454182	0.00258373	0.00210878	0.00379453	0.00584135	0.00429614	0.00343755	0.0058816	0.00476022	0.00476072	0.00307794	0.00288532	0.00302309	0.00347135	0.00546298	0.00412981	0.00273931	0.00440651	0.00547192	0.0030043	0.00569278	0.00296837	0.00404292	0.00746963	0.0043749	0.00289206	0.00514365	0.00575131
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.0010979	0.000354082	0.00221508	0.000837043	0.00017504	0.000573042	6.11E-05	1.51E-05	1.50E-05	0.000380017	0.000410438	2.54E-05	0.000310454	0.000323188	9.13E-05	0.000946247	4.13E-05	0	0.00111975	3.06E-05	0.000364433	0.000545135	9.98E-05	0	0.000334361	0.000301609	0.00113745	1.56E-05	0.000639988	0.000249883	0.00102789	0.0026592	0.000440017	0.00232784	0.000814111	0.000459104	6.05E-05	0.000502966	0.000420813	0.00061932	0.00144542	0.000969528	0.000115964	0.000171867	0.000666415	0.000929265	0	0.00152408	5.87E-05	0.00083057	0.00191316	4.88E-05	0	0.000268671	0.000838183	0	0.00103176	5.66E-05	1.26E-05	0	0.000203251	0.000920202	0	4.42E-05	9.77E-05	0.00103803	4.18E-05	0.000620444	0.000980525	0.000159696	0.000589927	0.000868183	0.000561501	0.00189988	0.000171292	0.000239626	0.00110582	0.000157869	1.93E-05	0.0012192	0.00152397	0.000103778	0.00175986	6.37E-05	3.86E-05	0.000289302	9.62E-05	0.00193932	0.000305771	0.00091366	0.000322236	0.00102127	1.09E-05	0.000842932	0.000326011	0.000159392	0.000219437	8.69E-05	0	6.75E-05	0.00024532	0.00255488	0.000656979	0.00171	0.000135447	0.00144522	3.90E-05	0.000896206	0.00164514	0	3.13E-05	0.000117364	0.00180127	0.000492945	0.000776398	0.00222707	0.00180018	0.000717922	0.00250068	8.77E-05	0.000243107	0.00180959	0.00150207	0.000251376	0.000273805	0.00189555	0.000508379	0.000859798	0.00158054	1.49E-05	0.00191486	0.00129646	2.21E-05	0.000608801	0.000702704	0	0	0.00080757	0.000171376	0.000395809	9.00E-05	1.47E-05	0.000450532
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	0.00106489	9.16E-05	0.000995201	0.000342632	0.000137472	0.000243746	2.43E-05	6.50E-05	1.01E-05	0.000208208	0.00012929	1.67E-05	0.00012914	0.000155183	2.28E-05	0.000392018	6.69E-05	3.38E-05	0.000503172	1.23E-05	0.000180739	0.000128063	1.75E-05	5.73E-06	0.000107926	9.07E-05	0.000889559	1.45E-05	0.000358693	0.000106833	0.00068427	0.00316397	0.000381673	0.000716395	0.000413641	0.00017802	3.53E-05	0.000177394	0.000248881	0.000283542	0.000555088	5.12E-05	3.85E-05	0.000132012	8.26E-05	0.000475566	1.34E-05	0.000727072	1.73E-05	9.70E-05	0.00148456	1.83E-05	8.61E-06	7.07E-05	0.000283609	9.61E-06	0.000238285	1.10E-05	2.77E-05	1.50E-05	0.000101239	0.000281044	2.47E-05	0	6.49E-05	0.000439777	2.85E-05	0.000316538	0.00334248	7.48E-05	0.000278087	0.000615965	0.000380246	0.0012451	0.000105647	7.36E-05	0.000417441	0.000106224	3.34E-05	0.00125191	0.000713204	7.47E-05	0.000700731	4.69E-05	3.26E-05	0.00015166	2.11E-05	0.000811204	0.000125358	0.000172135	0.000113532	0.000353993	1.91E-05	0.000724359	7.47E-05	8.88E-05	1.31E-05	4.58E-05	0	0	0.000105957	0.00105966	0.00034747	0.00128613	0.000253129	0.0012681	6.63E-05	0.000193653	0.000548505	0	3.85E-05	3.28E-05	0.00144012	0.000324687	0.000250514	0.000430644	0.0013764	0.000558493	0.00289422	4.16E-05	5.35E-05	0.000645066	0.000384769	5.84E-05	0.000181671	0.00086361	0.000214063	0.000577747	0.0016393	8.33E-06	0.00110029	0.000524572	1.50E-05	7.24E-05	0.000372477	0	0	0.000146291	4.66E-05	0.000137459	0.000112078	3.00E-05	0.000177702
PWY0-321: phenylacetate degradation I (aerobic)	3.79E-05	0	3.24E-05	7.56E-06	0	1.35E-05	0	0	0	0	0	0	3.37E-06	0	0	4.79E-06	0	0	3.88E-05	0	0	3.18E-06	0	0	0	0	7.94E-06	0	0	3.84E-06	1.12E-05	1.01E-05	0	0	4.12E-06	0	3.07E-06	0	0	2.12E-05	4.19E-05	4.17E-06	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	1.05E-05	0	0	0	0	0	0	1.81E-05	0	0	0	2.03E-05	0	0	0	2.29E-06	8.36E-06	0	3.25E-06	0.000103758	0	0	7.93E-06	0	0	0	1.21E-05	0	0.000117012	0	0	0	0	4.17E-05	0	0	0	0	0	3.62E-06	0	0	0	0	0	0	4.18E-06	8.89E-05	0	5.07E-05	0	8.11E-05	0	0	2.84E-06	0	0	0	3.13E-05	0	0	6.93E-05	0	9.05E-06	0.000219976	0	0	6.78E-05	7.72E-06	0	0	4.89E-05	0	7.42E-06	0.000104961	0	6.43E-05	7.44E-06	0	0	1.87E-05	0	0	3.24E-06	0	0	0	0	6.63E-06
PWY0-41: allantoin degradation IV (anaerobic)	0.000141059	3.60E-06	4.22E-05	3.06E-05	4.49E-06	2.97E-05	0	0	0	1.14E-05	8.30E-06	1.48E-06	5.52E-06	0	0	6.66E-06	0	0	2.42E-05	0	0	1.54E-05	0	0	3.68E-06	6.74E-06	4.72E-05	0	1.86E-05	0	2.51E-05	0.000318659	3.70E-05	0	4.90E-06	1.48E-05	4.23E-06	1.70E-05	6.89E-06	1.29E-05	3.61E-05	0	4.01E-06	2.81E-06	5.65E-06	1.58E-05	0	3.82E-05	0	5.05E-06	0.000137209	2.20E-06	0	1.30E-05	2.95E-05	0	0	3.10E-06	0	0	4.50E-06	1.40E-05	0	0	7.73E-06	8.76E-05	0	1.59E-05	0.000633615	5.94E-06	2.37E-05	1.82E-05	9.62E-06	0.000133297	1.37E-05	0	1.11E-05	3.71E-06	0	2.17E-05	8.78E-05	4.21E-06	0.000108125	3.50E-06	3.86E-06	1.42E-05	0	0.000121782	5.21E-06	1.66E-05	0	2.92E-05	0	0.000193446	4.68E-06	7.84E-06	0	0	0	0	1.53E-05	0.000174082	0	0.000108986	3.48E-06	6.39E-05	2.67E-06	0	7.50E-05	4.13E-06	0	3.13E-06	7.82E-05	9.23E-06	0	3.39E-05	0.000216529	5.55E-06	0.000127777	4.73E-06	0	5.33E-05	8.71E-05	0	4.81E-06	5.69E-05	3.25E-06	2.93E-05	7.55E-05	0	0.00023384	4.24E-05	0	1.74E-05	2.16E-05	0	0	2.69E-05	0	4.11E-06	4.05E-06	4.44E-06	3.68E-05
PWY0-42: 2-methylcitrate cycle I	0.000499494	5.61E-05	0.000431454	0.000254184	4.39E-05	0.000169731	2.18E-05	6.17E-06	0	0.000122208	8.50E-05	0	6.80E-05	5.82E-05	6.89E-06	0.000153274	1.43E-05	9.04E-06	0.000130028	7.88E-06	6.25E-05	5.88E-05	0	0	7.57E-05	8.38E-05	0.000395407	0	1.96E-05	2.28E-05	0.000382294	0.000280033	0.000123672	9.13E-06	0.000322097	5.58E-05	1.91E-05	9.39E-05	9.41E-05	9.78E-05	0.000362839	3.93E-05	1.27E-05	4.38E-05	5.86E-05	0.000207809	0	0.000402321	1.68E-05	4.63E-05	0.000435092	1.52E-05	9.48E-06	1.87E-05	0.00020871	0	0.000122525	1.35E-05	0	0	4.47E-05	0.000155421	1.36E-05	0	1.54E-05	0.000293023	1.12E-05	8.39E-06	0.00144648	6.13E-05	8.67E-05	0.000141338	4.22E-05	0.000535914	6.45E-05	5.52E-06	2.56E-05	5.33E-05	1.16E-05	0.000203128	0.000503127	2.11E-05	0.0005061	1.71E-05	1.85E-05	5.16E-05	8.58E-06	0.000499574	9.67E-05	0.000133867	1.18E-05	0.000117455	2.76E-06	0.000223808	5.39E-05	3.69E-05	0	1.96E-05	0	5.55E-06	1.84E-05	0.00064223	0.000147211	0.00074947	2.34E-05	0.000284326	1.84E-05	1.10E-05	6.51E-05	0	1.22E-05	3.62E-05	0.000901646	7.44E-05	2.77E-05	0.000481033	0.000516533	5.51E-05	0.000990387	1.10E-05	1.42E-05	0.000301972	0.000192175	2.75E-05	7.46E-05	0.000453734	0.00010829	0.000160122	0.00056807	0	0.00043116	0.000212194	6.26E-06	9.80E-05	0.000102072	0	0	0.000120528	1.99E-05	9.57E-05	3.82E-05	1.28E-05	6.66E-05
PWY0-461: L-lysine degradation I	0.00022219	3.26E-06	8.80E-05	3.60E-05	1.14E-05	7.33E-05	6.56E-06	0	0	0	1.27E-05	0	2.39E-05	0	0	7.40E-05	0	0	2.42E-05	0	3.86E-06	1.99E-05	0	0	1.47E-05	0	4.59E-05	0	3.12E-05	2.14E-05	6.90E-05	0.00038624	9.69E-05	0	3.46E-05	3.44E-06	3.59E-06	0	0	1.40E-05	0	1.88E-05	0	2.44E-05	1.51E-05	0	0	0.000158235	0	1.46E-05	0.00011853	5.59E-06	0	1.79E-05	5.59E-05	0	8.43E-06	9.77E-06	0	0	4.75E-06	4.71E-05	0	0	4.34E-06	0	3.91E-06	9.36E-06	0.00138943	0	3.26E-05	4.27E-05	1.97E-05	0.000143511	1.37E-05	0	2.63E-05	0	0	5.78E-05	5.72E-05	0	0.000127419	4.07E-06	3.25E-06	1.38E-05	0	7.40E-05	0	5.22E-06	0	0	0	0.000193685	0	3.67E-06	0	2.72E-06	0	0	1.36E-05	0.000229622	4.31E-05	0.000111847	3.00E-06	7.73E-05	2.60E-06	0	6.07E-05	0	3.61E-06	1.33E-05	0.000110002	4.25E-05	9.71E-06	4.11E-05	0.000359309	1.09E-05	0.000464323	0	0	0	7.43E-05	4.58E-06	1.22E-05	9.55E-05	0	5.63E-05	0.000318485	0	0.000219216	0.000103677	0	0	3.46E-05	0	0	0	0	1.15E-05	1.27E-05	2.60E-06	3.04E-06
PWY0-781: aspartate superpathway	0.00129205	0.000381891	0.000937701	0.000389692	0.00053438	0.000579153	7.34E-05	0.000194591	0.000117998	0.000368889	0.00032583	1.91E-05	0.000128485	0.000285198	0.000193667	0.000386453	0.000101967	0.000127142	0.000967502	0	0.000582184	0.000448196	0	0	0.000522325	0.000231003	0.00117878	6.98E-05	0.000631947	0.000345192	0.000986093	0.00309418	0.000652779	0.00209422	0.00156012	0.000348968	7.85E-05	0.000355433	0.000297614	0.000637991	0.000900454	0.000245133	0.000213242	0.000210099	0.000220508	0.000682996	1.56E-05	0.000988049	8.15E-05	0.000254452	0.00176659	4.01E-05	2.41E-05	0.000181207	0.000603355	0	0.000693492	0.000139299	6.80E-05	3.35E-05	0.000104084	0.000388841	0	4.23E-05	0.000169789	0.00104388	0.000197798	0.000710619	0.00323244	0.000219164	0.000420514	0.000755049	0.000596096	0.00183158	0.000574382	0.00023622	0.000952417	0.000239275	0.000131326	0.00190079	0.000908569	0.000120031	0.00135714	0.000110319	0.000182778	0.000375637	6.05E-05	0.00156797	0.000235978	0.000833141	0.000561168	0.000674386	0.000188226	0.00126203	0.000211847	0.000392649	0	0.000160013	0.000210504	0	0.000356644	0.00150772	0.000327259	0.00153348	0.000231793	0.00147722	0.000272655	0.00042711	0.00112462	0	0.000502757	0.000237291	0.00116609	0.000685155	0.0006361	0.00103058	0.00202232	0.00108263	0.00272992	0.000189153	0.000372978	0.00112428	0.00107205	0.000200677	0.000417589	0.00108538	0.000305043	0.000780186	0.00218731	0.00025525	0.00158665	0.000750557	0.000851988	0.000283489	0.000637003	0.000250681	5.69E-05	0.00048081	1.76E-05	0.00050854	0.00021415	7.66E-05	0.000549956
PWY0-845: superpathway of pyridoxal 5-phosphate biosynthesis and salvage	0.00376011	0.00689313	0.00342011	0.00500205	0.00660136	0.00405929	0.00154978	0.0015278	0.00483541	0.00301698	0.00403134	0.00614362	0.00226884	0.00720629	0.00391389	0.00411981	0.0055895	0.000507537	0.00387844	0.00285935	0.00273298	0.00148698	0.00499856	0.00544894	0.00494232	0.00347219	0.00454029	0.0019093	0.000483196	0.00563157	0.00234448	0.000658412	0.00395925	0.00595386	0.00254809	0.00463534	0.00189243	0.00107423	0.00157001	0.00450204	0.00165349	0.00337613	0.00228239	0.00431151	0.00137258	0.0064266	0.00462657	0.00229124	0.00538204	0.00613895	0.00258523	0.00132853	0.00248156	0.00651391	0.00191068	0.00166597	0.00303826	0.00238796	0.00300247	0.00306572	0.00445917	0.00503741	0.0010145	0.00521241	0.00110989	0.00149975	0.00583524	0.000851989	0.00512316	0.0021617	0.00565377	0.0013978	0.00540207	0.0018141	0.00534552	0.0041635	0.00358908	0.00252701	0.00382518	0.00330185	0.00408535	0.000201202	0.00636139	0.00370234	0.00129412	0.00585895	0.00303797	0.00458113	0.0005779	0.00378142	0.00120219	0.000830647	0.00398307	0.00222205	0.00102453	0.00138037	0.00421832	0.000544593	0.000643861	0.00563712	0.00429515	0.00175466	0.00616679	0.00228258	0.00471114	0.00455351	0.00627159	0.00117181	0.00114194	0.00369693	0.00483607	0.0015987	0.00220253	0.00188619	0.000722572	0.00642157	0.00439406	0.00115069	0.00231068	0.00513665	0.00238786	0.00252286	0.0012189	0.00369917	0.00455604	0.00160888	0.00602655	0.00407416	0.00395765	0.0031703	0.00440007	0.00279438	0.00417255	0.0020718	0.00294087	0.00389767	0.0013839	0.00224794	0.00112763	0.00232728	0.00433454	0.00410459	0.00183914
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.0045435	0.00131004	0.00336227	0.00170323	0.00140199	0.00365266	0.000600184	0.00108846	0.00200794	0.00487016	0.00201889	0.000906137	0.00270632	0.0031775	0.000710455	0.00186515	0.000340108	0.000312619	0.0017695	0.00435333	0.00114765	0.00208828	0.0013723	0.000708137	0.000698569	0.00293672	0.0027839	0.000900865	0.00400121	0.00119635	0.00367402	0.00543997	0.00225286	0.0060511	0.00208327	0.00136211	0.00052992	0.00199208	0.00233748	0.00159625	0.00505582	0.00118307	0.000523712	0.00118333	0.000517103	0.00347901	0.00096075	0.00288987	0.00220874	0.00186144	0.00475955	0.00443172	0.000388392	0.0016303	0.00405037	0.00337074	0.00202168	0.00300798	0.000563091	0.00351254	0.00237635	0.0027996	0.000497486	0.00113714	0.00391222	0.00759323	0.00173856	0.00287331	0.00535611	0.00124891	0.00322722	0.00165702	0.00205766	0.00430261	0.00353436	0.00246389	0.00149314	0.0032894	0.000692316	0.00713279	0.00284192	0.00183681	0.00336267	0.000823958	0.00186201	0.00222562	0.00367717	0.00362509	0.00357862	0.00167865	0.0034548	0.00348743	0.000658811	0.00261166	0.000688955	0.00121621	0.000441568	0.00195457	0.000772587	0.00323125	0.00245962	0.00366949	0.00671586	0.00323843	0.00182972	0.00363124	0.00219742	0.0032854	0.00363629	0.000462531	0.00183323	0.001487	0.00449127	0.0030107	0.00183844	0.00475332	0.0060879	0.00304602	0.00482798	0.00102177	0.00228861	0.00343802	0.00501427	0.00275713	0.00100244	0.00300005	0.0034412	0.00170951	0.00409486	0.000641413	0.00449603	0.00340157	0.00171943	0.0014806	0.00172626	0.0032456	0.000588318	0.00118815	0.000689026	0.0020361	0.0041711	0.00291992	0.00307135
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-05	0	0	6.80E-06	0	0	0	0	0	0	0	0	0	0	0.000376403	0	0	0	3.68E-06	0	0	0	0	0	0	0	0	0	0	0	8.24E-06	0	0	0	0	0	3.05E-05	0	0	0	0	0	5.37E-05	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36E-06	0	0	0	0	0	0	0	3.92E-05	0	6.33E-06	0	8.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42E-05	0	0	0	0	0	0	0	5.86E-06	0	0	1.13E-05	0	0	0	0	0	1.77E-05	0	0	0	0	0	0	0	0	1.11E-05	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000953074	0.000522813	0.000540346	0.000287833	0.000125655	0.000332971	2.94E-05	1.90E-05	2.54E-05	0.000164719	7.08E-05	0.000228127	6.14E-05	0.000870684	0.000153796	0.000280936	9.53E-05	0.000118947	0.0027597	5.36E-06	0.000129918	0.000370864	2.81E-05	1.54E-05	9.16E-05	0.000127171	0.00164002	9.52E-06	0.00042258	0.000144748	0.000586612	0.00282299	0.000273088	0.00166314	0.000403163	0.00036386	0.000277061	0.000281717	0.000138147	0.000730498	0.00087051	8.74E-05	6.78E-05	0.000183632	0.000208103	0.000529409	0.000479408	0.000691375	0.000133064	0.000117435	0.000775475	4.88E-06	2.70E-05	0.000105388	0.000628447	2.66E-05	0.000371825	0.000723934	0.000195212	1.87E-05	8.54E-05	0.000327787	2.03E-05	0.000209684	3.06E-05	0.000425718	2.23E-05	0.000319855	0.00182964	0.00070361	0.000185718	0.000550904	0.000406797	0.00102154	3.52E-05	8.75E-05	0.00059683	7.48E-05	5.30E-05	0.00139906	0.000916419	3.94E-05	0.000661901	5.65E-05	6.09E-05	7.69E-05	0.000174147	0.000592752	0.00050662	0.000247691	0.000510276	0.000432444	0	0.00062468	0.000106914	0.00106789	0.000126613	8.45E-05	0.000167385	0.000245522	0.000230238	0.000883706	0.000344999	0.000856721	0.000158838	0.00146307	9.34E-05	0.000434597	0.000422669	0	0.000141724	0.000152626	0.000919908	0.00102559	0.000801933	0.000745693	0.00120511	0.00055939	0.00191779	3.73E-05	0.000165341	0.000856906	0.00079879	0.000172616	0.000348524	0.000758373	0.000155854	0.00066449	0.00172154	0.000138328	0.000948145	0.000432138	0.000115158	0.000108328	0.000263806	0.000638045	1.59E-05	0.00018744	5.34E-05	0.000214512	4.98E-05	4.06E-05	0.000224025
"PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)"	5.01E-05	0.000123766	0	0	0	0.000108521	0	0	8.88E-05	6.17E-06	0	0	0	0	6.84E-05	0	1.84E-05	0	0.000451488	0	7.68E-06	0	8.31E-05	0	1.78E-05	0	0	0	5.51E-05	0.000127178	0	0.00193161	0.000163374	0.00152537	0.000132924	0	0	0	0	2.21E-05	0	0	1.04E-05	3.67E-05	3.17E-05	0	0	0	0	1.85E-05	0.000124311	1.24E-05	0	4.10E-05	0	0	1.60E-05	0	0	0	0	0	0	0	0	0	0	0.000251487	0	5.83E-05	8.16E-05	0	0.000208691	0.000272614	0	3.04E-05	0.000119244	0	6.98E-05	0.000416414	0	2.03E-05	0.000184994	0	4.76E-05	2.89E-05	0	7.62E-05	0	0	0.00019086	0.000127113	0	3.00E-05	0	0	0	5.51E-05	1.29E-05	0	3.25E-05	0	0	0	0	0	0	0.000395905	0	0	0	5.95E-05	0	0.000155719	0	0	0	0.000315625	0.00175166	2.45E-05	0.000200177	0	6.94E-05	2.34E-05	0	0	0	0	0.000968375	0	0.000116031	4.76E-05	1.08E-05	0	0.000171877	0	0	0.000125526	0	0	0	0	8.25E-06
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.000940071	8.13E-05	0.000754963	0.00037396	0.000323109	0.000207106	7.46E-05	2.79E-05	0	0.000275401	9.33E-05	9.72E-05	0.000119617	0.00015142	0.000115906	0.000196238	2.22E-05	6.47E-05	0.00035463	0	5.44E-05	0.000243108	5.89E-05	0	0.000140989	0.000128443	0.000942033	0	0.000343481	4.89E-05	0.000489192	0.000962967	0.000242235	0.000680911	0.000430105	0.000347199	5.49E-05	0.000229828	0.000429708	0.000289678	0.000885425	3.97E-05	3.20E-05	0.000113833	9.91E-05	0.000689575	0	0.000521516	0.00027881	0.000101147	0.000864268	2.76E-05	0	5.52E-05	0.000332467	1.67E-05	0.000308334	8.67E-05	8.73E-06	0	0.000126367	0.000222229	1.10E-05	1.14E-05	4.28E-05	0.000569001	4.61E-05	6.90E-05	0.00102217	2.94E-05	0.000137896	0.000389982	0.000141772	0.000839233	0.00012887	6.02E-05	0.000313271	8.59E-05	2.68E-05	0.000205839	0.00094502	5.11E-05	0.000624283	0.000101185	3.97E-05	6.41E-05	0	0.000712844	6.16E-05	0.000336127	0.000147055	0.000278055	0	0.000519195	0.000176646	0.000142807	0	8.43E-06	0	0	4.84E-05	0.000728606	0.000236771	0.0012312	0.000111065	0.00053962	6.97E-05	0.000228403	0.000566544	5.56E-05	0.00124276	0.000124563	0.00121539	0.000133439	0.000199863	0.000886932	0.00128359	0.000423937	0.00143582	0.00039956	7.87E-05	0.00069854	0.000364882	8.79E-05	0.000172206	0.00099816	0.000334083	0.000255191	0.000736225	0	0.000717214	0.000289369	0.00106849	0.000437602	0.000271478	0	0	0.000273553	5.48E-05	0.000353682	4.38E-05	3.66E-05	0.000197551
PWY490-3: nitrate reduction VI (assimilatory)	0	0.000110361	5.27E-05	4.53E-05	5.86E-05	0	6.37E-05	7.82E-06	2.68E-05	0.000257364	0.000135495	7.43E-05	0	0	0.000119339	0.000129242	6.21E-05	3.86E-05	5.81E-05	1.89E-05	7.68E-05	3.73E-05	4.28E-05	8.14E-05	6.50E-05	0.000109175	0	0	0	2.24E-05	0.000195664	0	0.000193359	6.79E-05	0.000151109	0.000117323	4.81E-05	4.07E-05	4.39E-05	0.000112182	1.74E-05	6.65E-05	5.21E-05	0.0001697	0.000119846	0.000249716	5.86E-05	0	8.96E-05	8.18E-05	0.000219667	3.97E-05	4.50E-05	6.56E-05	0	0	5.55E-05	5.40E-05	2.37E-05	1.87E-05	0	0.00016293	3.39E-05	3.54E-05	8.84E-06	0	0.000132128	8.68E-06	2.71E-06	0.00012347	7.06E-05	0.00014929	7.30E-06	0	0	9.50E-05	0.000134712	0	9.75E-05	0	1.19E-05	5.16E-05	9.27E-06	5.60E-05	2.43E-05	0	0.000104395	5.55E-05	0.000180105	0.000138409	2.83E-05	0	3.43E-05	0.000101819	0.000115268	0	3.05E-05	0.000131901	8.95E-05	0.00018337	0.000128479	4.11E-06	0.000165384	1.55E-05	4.81E-05	0.000164557	7.79E-05	5.64E-05	2.07E-05	4.75E-05	5.15E-05	4.58E-05	4.62E-05	0.000199423	6.96E-05	0.000106671	9.30E-05	0	3.96E-05	1.07E-05	0.000200376	2.02E-05	3.66E-05	0.00014178	5.94E-05	5.90E-05	0.000109808	5.93E-05	3.72E-05	0	0	5.82E-05	2.85E-05	8.15E-06	6.19E-05	1.21E-05	4.12E-05	0.000103117	2.03E-05	0.000141538	8.37E-05	5.25E-05	0.00011169
